kodeBarang,namaBarang,supplier,kodeKategori,kodeSubkategori,kemasan,satuan,hpp,hargaJual,berat,stokToko,stokGudang,stokTotal,lokasiToko,lokasiGudang,createdAt,updatedAt
ICTTL02044,74HC4053 SMD,Novatech,KD013,KS168,SOP-16,pcs,1385,3000,0.2,-1,0,-1,B8-15,F4-3,,2019-02-25 08:12:45
ICTTL02045,74HC4060 SMD,Novatech,KD013,KS168,SOP-16,pcs,1172,2500,0.8,73,0,73,B8-16,F4-3,,2019-04-01 04:50:09
ICTTL02046,74HC4066 SMD,Novatech,KD013,KS168,SOP-14,pcs,1343,3000,0,0,0,0,B8-17,F4-3,,
ICTTL02047,74HC253 SMD,Novatech,KD013,KS168,SOP-16,pcs,3261,6500,0.2,39,0,39,B8-18,F4-3,,2019-02-25 02:02:56
ICTTL02048,74HC367 SMD,Novatech,KD013,KS168,SOP-16,pcs,3261,6500,0.3,25,0,25,B8-19,F4-3,,2019-07-30 02:46:29
ICTTL03001,74LS164,Novatech,KD013,KS168,DIP-14,pcs,1343,3000,1,0,0,0,B8-20,F2-2,,
ICTTL03002,74LS47,Novatech,KD013,KS168,DIP-16,pcs,3720,12500,1,0,2,2,B8-21,F2-2,,2019-08-27 07:51:35
ICTTL03003,74LS48,Novatech,KD013,KS168,DIP-16,pcs,6000,9000,1,2,0,2,B8-22,F2-2,,
ICTTL03004,74LS00,Novatech,KD013,KS168,DIP-14,pcs,3686,4000,1.5,4,0,4,B8-23,F2-2,,2019-02-25 02:03:40
ICTTL03005,74LS04,Novatech,KD013,KS168,DIP-14,pcs,1343,3500,1,8,0,8,B8-24,F2-2,,2019-07-03 02:33:56
ICTTL03006,74LS165,Novatech,KD013,KS168,DIP-16,pcs,3500,4800,1.2,0,0,0,B8-25,F2-2,,2019-02-25 02:04:04
ICTTL03007,74LS125,Novatech,KD013,KS168,DIP-14,pcs,2000,3500,1,50,50,100,C1-1,F2-2,,2019-02-25 02:04:17
ICTTL03008,74LS244,Novatech,KD013,KS168,DIP-20,pcs,3000,4250,1,13,0,13,C1-2,F2-2,,2019-06-27 04:26:24
ICTTL03009,74LS157,Novatech,KD013,KS168,DIP-16,pcs,2420,4000,1,0,0,0,C1-3,F2-2,,
ICTTL03010,74LS05,Novatech,KD013,KS168,DIP-14,pcs,2921,4500,1,5,0,5,C1-4,F2-2,,2019-04-25 09:18:44
ICTTL04001,74HCT245N,Novatech,KD013,KS168,DIP-20,pcs,4673,10000,1,8,0,8,C1-5,F2-2,,
ICTTL05001,74LS164SMD,Novatech,KD013,KS168,SOP-14,pcs,1169,2500,1.2,14,200,214,C1-6,F4-3,,2019-04-25 09:21:35
ICUB01001,FT232RL SSOP-28 Original,Novatech,KD013,KS169,SSOP-28,pcs,32480,55000,0,0,0,0,C1-7,F4-3,,
ICUB01002,PL2303HX    SSOP-28,Novatech,KD013,KS169, SSOP-28,pcs,4913,7500,0.25,40,0,40,C1-8,F4-3,,2019-02-25 02:05:35
ICUB01003,FT245RL    SSOP-28,Novatech,KD013,KS169, SSOP-28,pcs,31350,60000,0.3,28,0,28,C1-9,F4-3,,2019-02-25 02:05:48
ICUB01004,PL2303HX REV.D,Novatech,KD013,KS169, SSOP-28,pcs,12651,30000,0,36,0,36,C1-10,F4-3,,
ICUB01005,CH341A,Novatech,KD013,KS169, SSOP-28,pcs,18147,45000,1,17,50,67,C1-11,F3-5,,
ICUB01006,PL2303HX REV.A,Novatech,KD013,KS169,SSOP-28,pcs,14832,30000,0,13,90,103,C1-12,F4-3,,
ICUCE001,USBN9604-28M SOIC,Novatech,KD013,KS175,SOP-28-LEBAR,pcs,16884,45000,2,21,75,96,C1-13,F4-3,,2019-02-25 02:06:46
ICVC01001,ICL7660,Novatech,KD013,KS170,DIP-8,pcs,1624,9000,0.5,0,0,0,C1-14,F3-5,,
ICVC02001,XTR111AIDDGQR,Novatech,KD013,KS170,MSOP-10,pcs,9659,25000,1,14,0,14,C1-15,F4-3,,
ICVC02002,ICL7660 SMD,Novatech,KD013,KS186,SOP,SMD,1151,8500,0,38,0,38,C1-16,F4-3,,2019-02-25 02:07:26
ICVFC01001,LM331   DIP-8,Novatech,KD013,KS171,DIP-8,pcs,1500,4500,0.4,1,0,1,C1-17,F3-5,,2019-01-15 07:17:53
ICVFC01002,LM2917   DIP-14,Novatech,KD013,KS171,DIP-14,pcs,10589,21000,1,5,0,5,C1-18,F3-5,,2019-03-30 06:59:28
ICVOC01001,ISD2590 Original,Novatech,KD013,KS174,DIP-28-LEBAR,pcs,150304,300000,0,0,0,0,C1-19,F3-5,,
ICVR01001,7805   TO-220,Novatech,KD013,KS172,TO-220-3,pcs,919,3000,2,8,135,143,C1-20,F2-5,,2019-09-06 07:45:50
ICVR01002,7905   TO-220,Novatech,KD013,KS172,TO-220-3,pcs,1501,2500,2,42,50,92,C1-21,F2-5,,2019-09-06 07:45:51
ICVR01003,7809   TO-220,Novatech,KD013,KS172,TO-220-3,pcs,776,2000,2,0,0,0,C1-22,F2-5,,
ICVR01004,7812   TO-220,Novatech,KD013,KS172,TO-220-3,pcs,1100,3000,2,3,7,10,C1-23,F2-5,,2019-09-23 06:30:54
ICVR01005,7912   TO-220,Novatech,KD013,KS172,TO-220-3,pcs,1239,1750,2,0,0,0,C1-24,F2-5,,2019-04-25 09:24:59
ICVR01006,7815   TO-220,Novatech,KD013,KS172,TO-220-3,pcs,1160,1800,2,0,0,0,C1-25,F2-5,,
ICVR01007,7915   TO-220,Novatech,KD013,KS172,TO-220-3,pcs,1239,1750,2,14,0,14,C2-1,F2-5,,2019-04-25 09:02:01
ICVR01008,7824   TO-220,Novatech,KD013,KS172,TO-220-3,pcs,1800,2000,2,23,0,23,C2-2,F2-5,,2019-02-25 02:09:07
ICVR01009,LM317   TO-220,Novatech,KD013,KS172,TO-220-3,pcs,1500,3000,2,0,0,0,C2-3,F3-5,,2019-05-23 06:51:30
ICVR01010,LM1117-3.3   TO-220,Novatech,KD013,KS172,TO-220-3,pcs,1726,4500,2,0,0,0,C2-4,F3-5,,
ICVR01011,LM2596T-5.0   TO-220,Novatech,KD013,KS172,TO-220-5,pcs,1630,7500,2,0,0,0,C2-5,F2-5,,
ICVR01012,MC34063A   DIP-8,Novatech,KD013,KS172, DIP-8,pcs,813,3000,0.4,0,0,0,C2-6,F3-5,,
ICVR01013,TL497A   DIP-14,Novatech,KD013,KS172, DIP-14,pcs,3926,8500,1.5,19,50,69,C2-7,F3-5,,2019-02-25 02:10:18
ICVR01014,LM2577T-ADJ    TO-220,Novatech,KD013,KS172,TO-220-5,pcs,8691,22500,2,15,50,65,C2-8,F2-5,,
ICVR01015,LM2596T-ADJ   TO-220,Novatech,KD013,KS172,TO-220-5,pcs,2302,10000,2,34,0,34,C2-9,F2-5,,2019-07-02 09:46:20
ICVR01016,78L05   TO-92,Novatech,KD013,KS172, TO-92,pcs,145,900,1,0,0,0,C2-10,F4-4,,2019-02-25 02:11:38
ICVR01017,LM2596T-12,Novatech,KD013,KS172,TO-220-5,pcs,7058,15000,2.6,11,50,61,C2-11,F2-5,,2019-05-16 08:11:04
ICVR01018,LM2577T-12,Novatech,KD013,KS172,TO-220-5,pcs,16287,30000,2,58,0,58,C2-12,F2-5,,
ICVR01019,LM2940-5,Novatech,KD013,KS172,TO-220-3,pcs,5041,11000,2.5,0,0,0,C2-13,F2-5,,
ICVR01020,A6252,Novatech,KD013,KS172,DIP-7,pcs,7564,15000,1,54,1000,1054,C2-14,F3-5,,2019-07-30 02:38:52
ICVR01021,7806 TO-220,Novatech,KD013,KS172,TO-220-3,pcs,1050,2500,3,0,0,0,C2-15,F2-5,,
ICVR01022,78L06,Novatech,KD013,KS172,TO-92,pcs,201,1000,1,206,900,1106,C2-16,F4-4,,2019-02-25 02:13:10
ICVR01023,HA13164AH,Novatech,KD013,KS172,Multiwatt-15,pcs,35716,72000,3,15,30,45,C2-17,F4-2,,2019-02-25 02:13:26
ICVR01024,7906 TO-220,Novatech,KD013,KS172,TO-220,pcs,1215,2500,2,52,220,272,C2-18,F2-5,,2019-04-25 09:06:55
ICVR01025,78L33ACZ,Novatech,KD013,KS172,TO-92,pcs,880,1500,1,0,0,0,C2-19,F4-3,,
ICVR01026,LM350T,Novatech,KD013,KS172,TO-220-3,pcs,1918,7500,2,14,0,14,C2-20,F2-5,,2019-04-25 09:04:59
ICVR01027,78S05,Novatech,KD013,KS172,#NA,pcs,1726,5500,1,33,0,33,C2-21,F4-4,,2019-06-10 05:16:13
ICVR02001,7805  D-PAK,Novatech,KD013,KS172,D-PAK,pcs,995,3000,2,0,0,0,C2-22,F4-3,,2019-06-12 07:20:53
ICVR02002,AMS1117-3.3  SOT-223,Novatech,KD013,KS172,SOT-223,pcs,397,1800,0,197,0,197,C2-23,F4-3,,2019-08-07 09:42:15
ICVR02003,AMS1117-5.0  SOT-223,Novatech,KD013,KS172,SOT-223,pcs,305,1900,0,5,1200,1205,C2-24,F4-3,,2019-08-07 09:42:15
ICVR02004,LM2937-2.5  SOT-223,Novatech,KD013,KS172,SOT-223,pcs,4108,10000,0,13,200,213,C2-25,F4-2,,2019-07-06 03:42:54
ICVR02005,NCP1117ST50T3G  SOT-223,Novatech,KD013,KS172,SOT-223,pcs,2149,4200,0.2,0,0,0,C3-1,F4-3,,2019-02-22 08:28:37
ICVR02006,LP2985-33DBVR  SOT-23,Novatech,KD013,KS172,SOT-23,pcs,1658,3500,0,0,0,0,C3-2,F4-3,,
ICVR02007,LM338   TO-220,Novatech,KD013,KS172,TO-220-3,pcs,2901,5000,2,0,0,0,C3-3,F2-5,,
ICVR02008,MC33269-3.3DT    D-PAK,Novatech,KD013,KS172, D-PAK,pcs,1888,6500,0.4,51,100,151,C3-4,F4-3,,2019-09-10 07:11:18
ICVR02009,MC33269-5.0DT    D-PAK,Novatech,KD013,KS172, D-PAK,pcs,1930,4500,0,-10,0,-10,C3-5,F4-3,,2019-04-15 09:50:22
ICVR02010,LM2575S-5.0    TO-263,Novatech,KD013,KS172,TO-263,pcs,2176,5000,1,0,0,0,C3-6,F4-3,,
ICVR02011,AMS1117-1.8  SOT-223,Novatech,KD013,KS172,SOT-223,pcs,290,1750,0.2,0,0,0,C3-7,F4-3,,2019-04-10 08:35:16
ICVR02012,MC34063A   SOP-8,Novatech,KD013,KS172,SOP-8,pcs,897,4000,0.2,2,0,2,C3-8,F4-3,,
ICVR02013,LM2577S-ADJ    TO-263,Novatech,KD013,KS172, TO-263,pcs,11947,30000,2,0,0,0,C3-9,F4-3,,
ICVR02014,TL497A   SOP-14,Novatech,KD013,KS172,SOP-14,pcs,6169,15000,0.2,99,0,99,C3-10,F4-3,,
ICVR02015,LM2596s-ADJ    TO-263,Novatech,KD013,KS172,TO-263,pcs,1648,10000,2,86,0,86,C3-11,F4-3,,
ICVR02016,LM2596s-5.0    TO-263,Novatech,KD013,KS172,TO-263,pcs,1648,10000,2,0,0,0,C3-12,F4-3,,
ICVR02017,LM2575s-ADJ    TO-263,Novatech,KD013,KS172,TO-263,pcs,1885,10000,2,25,0,25,C3-13,F4-3,,2019-07-30 02:08:47
ICVR02018,LM2576s-ADJ    TO-263,Novatech,KD013,KS172,TO-263,pcs,2234,7000,2,3,70,73,C3-14,F4-3,,2019-07-15 09:46:31
ICVR02019,LM2576S-5.0    TO-263,Novatech,KD013,KS172,TO-263,pcs,1562,7000,2,0,0,0,C3-15,F4-3,,
ICVR02020,LM2596S-12,Novatech,KD013,KS172,TO-263,pcs,7058,15000,2,14,47,61,C3-16,F4-3,,2019-07-15 09:49:02
ICVR02021,LM2577S-12,Novatech,KD013,KS172,TO-263,pcs,19156,40000,1.6,24,0,24,C3-17,F4-3,,
ICVR02022,79M05-DPAK,Novatech,KD013,KS172,DPAK,pcs,1169,2000,1,48,0,48,C3-18,F4-3,,2019-02-22 08:26:26
ICVR02023,78M06 DPAK,Novatech,KD013,KS172,DPAK,pcs,1039,2000,1,1,100,101,C3-19,F4-3,,2019-07-30 03:05:15
ICVR02024,LTC3588EMSE-2,Novatech,KD013,KS172,MSOP-8,pcs,45457,95000,0.01,12,0,12,C3-20,F4-3,,
ICVR02025,78L33ACD,Novatech,KD013,KS172,SOIC,pcs,2733,5000,1,85,0,85,C3-21,F4-2,,
ICVR02026,XL6009,Novatech,KD013,KS172,SMD,pcs,7516,15000,2,1,0,1,C3-22,F4-3,,
ICVR02027,MC33269-3.3D SOIC-8,Novatech,KD013,KS172,#NA,PCS,1888,6500,0,87,100,187,C3-23,F4-3,,2019-05-20 07:03:46
ICVR02028,MC33269-5.0D SOIC-8,Novatech,KD013,KS172,#NA,pcs,1930,4500,0,73,0,73,C3-24,F4-3,,2019-05-24 07:15:50
ICVT001,GTL2003PW,Novatech,KD013,KS176,SOIC-20,pcs,14286,28000,0,94,0,94,C3-25,F4-3,,
INST,Digital Multimeter 830,SIS-Shop,KD010,KS272,#NA,0,0,110000,111,0,0,0,,,,2019-08-24 05:30:11
INST001,VC921 Multimeter,Novatech,KD010,KS272,#NA,pcs,100669,175000,127,0,0,0,#NA,E5-5,,
INST002,VC9801A Multimeter,Novatech,KD010,KS272,#NA,pcs,100669,225000,457,0,0,0,#NA,E5-5,,
INST003,YX-360TRD Sunwa Multimeter,Novatech,KD010,KS272,#NA,pcs,75000,80000,350,0,0,0,L1-4,E5-5,,
INST004,YX-360TRM Sinhwa Multimeter,Novatech,KD010,KS272,#NA,pcs,55000,75000,400,0,0,0,L2-1,E5-5,,
INST005,Winner 2380Multimeter,Novatech,KD010,KS272,#NA,pcs,55000,70000,275,0,0,0,#NA,E5-5,,
INST006,400A VIP 3803 Clamp meter,Novatech,KD010,KS272,#NA,pcs,185000,330000,300,0,0,0,L2-1,E5-4,,
INST007,1000A Clamp meter,Novatech,KD010,KS272,#NA,pcs,70000,115000,450,0,0,0,L2-1,E5-4,,
INST008,Dekko Digital Multimeter,Novatech,KD010,KS272,#NA,pcs,105000,140000,300,0,0,0,#NA,E5-5,,
INST009,ATTEN ADS1102CAL + 100Mhz,Beta,KD010,KS273,#NA,pcs,3683000,5850000,0,0,0,0,#NA,E5-5,,
INST010,Multitester Dekko AM-22,Novatech,KD010,KS272,#NA,pcs,115000,150000,400,0,0,0,L1-4,E5-5,,
INST011,Multitester Digital Heles 866,Novatech,KD010,KS272,#NA,pcs,160000,225000,320,0,0,0,L1-4,E5-5,,
INST012,FR-7802 Dekko Infrared Thermometer,Novatech,KD010,KS274,#NA,pcs,440000,525000,250,0,0,0,#NA,B1-1,,
INST013,PH Meter,Novatech,KD010,KS275,#NA,pcs,94733,200000,125,0,0,0,L1-2,B1-1,,
INST014,Digital Multimeter UK-830LN,Novatech,KD010,KS272,#NA,pcs,70000,110000,226,0,0,0,L2-1,E5-5,,
INST015,Sanwa CD7711,Beta,KD010,KS186,,pcs,0,800000,0,0,0,0,#NA,E5-5,,
INST016,Capacitor Tester,Novatech,KD010,KS272,#NA,pcs,132500,180000,264,0,0,0,L2-1,E5-5,,
INST017,DT-830 Avo Digital Meter,Novatech,KD010,KS272,#NA,pcs,33500,55000,165,0,0,0,L1-4,E5-5,,2019-07-08 09:10:04
INST018,LCR Meter Dekko,Novatech,KD010,KS272,#NA,pcs,210833,280000,300,0,0,0,L1-4,E5-4,,
INST019,Dekko Multimeter DM-133D,Novatech,KD010,KS272,#NA,pcs,100000,140000,150,0,0,0,,E5-5,,
INST020,Winner DT-860D Multimeter,Novatech,KD010,KS272,#NA,pcs,40000,70000,100,0,0,0,,E5-5,,
INST021,DT-830B Viper Avo Digital Meter ,Novatech,KD010,KS272,#NA,pcs,35000,58000,20,0,0,0,,,,
INST022,Multitester Digital SOOEN DT-830D ,Beta Elektronik,KD010,KS272,#NA,pcs,35000,52500,350,0,0,0,L2-3,,,
INST023,Multitester Digital HELES UX-369TR,Novatech,KD010,KS272,#NA,pcs ,130000,195000,500,0,0,0,,,,
INST024,Multitester Analog WINNER YX-360TRN,Beta Elektronik,KD010,KS272,#NA,pcs ,85000,127500,500,1,0,1,L2-3,,,2019-07-05 02:54:19
INST025,Multitester Digital CONSTAN M-50 ,Beta Elektronik,KD010,KS272,#NA,pcs ,170000,255000,500,0,0,0,L2-3,,,
KYP001,Membrane keypad 4x4,Novatech,KD014,KS265,#NA,pcs,7800,20000,10,0,0,0,M7-14,B1-6,,2019-04-09 02:16:41
KYP002,Membrane keypad 4x3,Novatech,KD014,KS265,#NA,pcs,9000,25000,10,2,0,2,M7-12,B1-6,,2019-08-05 07:42:18
KYP003,Membrane Keypad 3x4,Novatech,KD014,KS265,#na,pcs,8000,20000,70,2,0,2,M7-12,,,2019-05-02 05:23:38
L0102001,0.22uH 0410 Inductor,Novatech,KD015,KS135,#NA,pcs,90,500,0,67,3800,3867,I7-1,D1-3,,2019-06-13 02:54:51
L0102002,0.47uH 0410 Inductor,Novatech,KD015,KS135,#NA,pcs,90,500,0,26,3700,3726,I7-2,D1-3,,2019-07-30 02:29:55
L0102003,0.56uH 0410 Inductor,Novatech,KD015,KS135,#NA,pcs,90,500,0,118,4200,4318,I7-3,D1-3,,2019-08-29 09:10:22
L0102004,1uH 0410 Inductor,Novatech,KD015,KS135,#NA,pcs,90,500,0,30,4100,4130,I7-4,D1-3,,2019-09-23 06:31:08
L0102005,2.2uH 0410 Inductor,Novatech,KD015,KS135,#NA,pcs,90,500,0,-6,3100,3094,I7-5,D1-3,,2019-07-30 02:29:55
L0102006,3.3uH 0410 Inductor,Novatech,KD015,KS135,#NA,pcs,90,500,0,-86,400,314,I7-6,D1-3,,2019-07-30 02:31:58
L0102007,4.7uH 0410 Inductor,Novatech,KD015,KS135,#NA,pcs,93,500,0.4,-15,390,375,I7-7,D1-3,,2019-07-30 02:29:55
L0102008,6.8uH 0410 Inductor,Novatech,KD015,KS135,#NA,pcs,93,500,0,89,5100,5189,I7-8,D1-3,,2019-09-23 06:30:52
L0102009,10uH 0410 Inductor,Novatech,KD015,KS135,#NA,pcs,93,500,0,0,0,0,I7-9,D1-3,,
L0102010,15uH 0410 Inductor,Novatech,KD015,KS135,#NA,pcs,93,500,0,-39,4900,4861,I7-10,D1-3,,2019-06-13 02:54:51
L0102011,22uH 0410 Inductor,Novatech,KD015,KS135,#NA,pcs,93,500,0,-6,5600,5594,I7-11,D1-3,,2019-07-30 02:31:58
L0102012,33uH 0410 Inductor,Novatech,KD015,KS135,#NA,pcs,93,500,0.4,-19,4400,4381,I7-12,D1-3,,2019-04-01 04:55:36
L0102013,47uH 0410 Inductor,Novatech,KD015,KS135,#NA,pcs,93,500,0.4,50,4200,4250,I7-13,D1-3,,2019-09-16 08:28:51
L0102014,100uH 0410 Inductor,Novatech,KD015,KS135,#NA,pcs,93,500,0,0,0,0,I7-14,D1-3,,
L0102015,150uH 0410 Inductor,Novatech,KD015,KS135,#NA,pcs,93,500,0.4,40,4300,4340,I7-15,D1-3,,2019-06-15 06:00:17
L0102016,220uH 0410 Inductor,Novatech,KD015,KS135,#NA,pcs,93,500,0.4,67,4000,4067,I7-16,D1-3,,2019-06-27 04:38:24
L0102017,330uH 0410 Inductor,Novatech,KD015,KS135,#NA,pcs,93,500,0,7,4300,4307,I7-17,D1-3,,2019-05-13 03:31:10
L0102018,470uH 0410 Inductor,Novatech,KD015,KS135,#NA,pcs,120,500,0.4,14,4300,4314,I7-18,D1-3,,2019-05-13 03:31:10
L0102019,680uH 0410 Inductor,Novatech,KD015,KS135,#NA,pcs,120,500,0.4,83,4600,4683,I7-19,D1-3,,2019-02-20 04:07:13
L0102020,1mH 0410 Inductor,Novatech,KD015,KS135,#NA,pcs,120,500,0.4,217,4600,4817,I7-20,D1-3,,2019-07-30 02:28:44
L0102021,2.2mH 0410 Inductor,Novatech,KD015,KS135,#NA,pcs,136,500,0.4,100,4400,4500,I7-21,D1-3,,2019-08-29 04:00:00
L0102022,3.3mH 0410 Inductor,Novatech,KD015,KS135,#NA,pcs,145,500,0.4,68,4600,4668,I7-22,D1-3,,2019-05-09 04:47:00
L0102023,4.7mH 0410 Inductor,Novatech,KD015,KS135,#NA,pcs,145,500,0.4,54,1000,1054,I7-23,D1-3,,2019-04-01 04:55:36
L0103001,100uH 2.1A Power Inductor,Novatech,KD015,KS136,#NA,pcs,1040,2500,2,0,0,0,I7-24,D1-3,,
L0103002,150uH 1.7A Power Inductor,Novatech,KD015,KS136,#NA,pcs,947,2000,2,0,0,0,I7-25,D1-3,,
L0103003,220uH 1.4A Power Inductor,Novatech,KD015,KS136,#NA,pcs,947,2000,2,0,0,0,I8-1,D1-3,,
L0103004,3.3mH Power Inductor,Novatech,KD015,KS136,#NA,pcs,1083,2000,2,0,0,0,I8-2,D1-3,,
L0103005,68uH Power Inductor,Novatech,KD015,KS136,#NA,pcs,697,2000,2,0,0,0,I8-3,D1-3,,
L0103006,82uH 0410 Inductor ,Novatech,KD015,KS135,#NA,pcs,93,500,0,152,1300,1452,I8-4,D1-3,,
L0203001,1nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0,332,3600,3932,I8-5,D1-3,,2019-05-24 06:57:19
L0203002,2.2nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,I8-6,D1-3,,
L0203003,2.7nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,I8-7,D1-3,,
L0203004,3.3nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,I8-8,D1-3,,
L0203005,4.7nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,I8-9,D1-3,,
L0203006,5.6nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,I8-10,D1-3,,
L0203007,6.8nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,I8-11,D1-3,,
L0203008,8.2nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,I8-12,D1-3,,
L0203009,10nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,342,3200,3542,I8-13,D1-3,,2019-05-24 06:57:19
L0203010,15nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,I8-14,D1-3,,
L0203011,22nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,I8-15,D1-3,,
L0203012,27nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,I8-16,D1-3,,
L0203013,33nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,I8-17,D1-3,,
L0203014,39nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,I8-18,D1-3,,
L0203015,47nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,I8-19,D1-3,,
L0203016,68nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,I8-20,D1-3,,
L0203017,82nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,I8-21,D1-3,,
L0203018,100nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,133,1919,2052,I8-22,D1-3,,2019-06-27 03:24:01
L0203019,150nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,100,0,100,I8-23,D1-3,,
L0203020,180nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,I8-24,D1-3,,
L0203021,220nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,I8-25,D1-3,,
L0203022,330nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,86,2400,2486,J1-1,D1-3,,
L0203023,470nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,J1-2,D1-3,,
L0203024,560nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,J1-3,D1-3,,
L0203025,680nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,J1-4,D1-3,,
L0203026,820nH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,J1-5,D1-3,,
L0203027,1uH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,37,550,0.03,54,2820,2874,J1-6,D1-3,,2019-04-25 06:51:04
L0203028,1.5uH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,J1-7,D1-3,,
L0203029,2.2uH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,43,550,0.03,103,1930,2033,J1-8,D1-3,,2019-02-20 04:09:30
L0203030,10uH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,60,550,0.03,5,1166,1171,J1-9,D1-3,,2019-02-20 04:09:43
L0203031,22uH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,11,3672,3683,J1-10,D1-3,,2019-02-20 04:09:52
L0203032,47uH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,140,550,0.03,258,3300,3558,J1-11,D1-3,,2019-04-30 02:06:49
L0203033,68uH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,J1-12,D1-3,,
L0203034,100uH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,140,550,0.03,0,1300,1300,J1-13,D1-3,,2019-07-30 03:04:41
L0203035,150uH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,176,3440,3616,J1-14,D1-3,,2019-02-20 04:10:23
L0203036,220uH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,J1-15,D1-3,,
L0203037,470uH SMD0805 Multilayer Inductor,Novatech,KD015,KS137,#NA,pcs,316,550,0.03,0,0,0,J1-16,D1-3,,
L0206001,1uH SMD Power Inductor 7.3mmx7.3mm,Novatech,KD015,KS138,7.3mmx7.3mm,pcs,1248,3500,0,11,43,54,J1-17,D2-5,,2019-08-21 09:28:17
L0206002,10uH SMD Power Inductor 12mmx12mm,Novatech,KD015,KS138,12mmx12mm,pcs,1366,4500,0,0,0,0,J1-18,D2-5,,
L0206003,33uH SMD Power Inductor 7.3mmx7.3mm,Novatech,KD015,KS138,7.3mmx7.3mm,pcs,1345,3500,0,0,0,0,J1-19,D2-5,,
L0206004,100uH SMD Power Inductor 12mmx12mm,Novatech,KD015,KS138,12mmx12mm,pcs,1535,4500,3.2,1,0,1,J1-20,D2-5,,2019-05-08 06:21:06
L0206005,330uH SMD Power Inductor 12mmx12mm,Novatech,KD015,KS138,12mmx12mm,pcs,1353,4500,0,0,0,0,J1-21,D2-5,,
L0206006,10uH SMD power inductor 7.3mmx7.3mm,Novatech,KD015,KS138,7.3mmx7.3mm,pcs,1215,3500,0,43,0,43,J1-22,D2-5,,
L0206007,100uH SMD Power Inductor 7.3mmx7.3mm,Novatech,KD015,KS138,7.3mmx7.3mm,pcs,1535,4500,3,0,0,0,J1-23,D2-5,,2019-03-08 03:00:14
